	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	pbqc	treatment1	treatment2	pooled_R1.mzXML	pooled_R2.mzXML	Pooled_R3.mzXML	Treatment1_R1.mzXML	Treatment1_R2.mzXML	Treatment1_R3.mzXML	Treatment2_R1.mzXML	Treatment2_R2.mzXML	Treatment2_R3.mzXML
3238	775.225855911991	775.2209373469	775.228675512246	6165.438	6161.518	6168.035	9	3	3	3	8236	7267	7680	9433	8351	6256	7082	7492	6592
3240	981.29840973265	981.294519560116	981.301252983378	6165.4455	6161.518	6167.476	8	3	3	2	4267	3564	3920	2599	2602	2078	4850	NA	4537
9020	946.225105714566	946.225105714566	946.225105714566	6165.471	6165.471	6165.471	1	1	0	0	NA	NA	610	NA	NA	NA	NA	NA	NA
3253	389.115424561263	389.112663958485	389.117301137945	6165.472	6163.522	6169.482	8	3	2	3	1426	1295	1217	1389	1278	NA	1359	1342	1349
3234	549.227997257226	549.227052004746	549.23178768933	6165.472	6164.121	6169.482	4	2	0	2	1429	NA	1314	NA	NA	NA	2035	NA	1619
12035	455.096013296223	455.095262550301	455.096764042144	6165.491	6163.522	6167.46	2	0	2	0	NA	NA	NA	1516	1566	NA	NA	NA	NA
3273	225.056490669296	225.054965784696	225.057449648321	6165.506	6163.427	6169.482	9	3	3	3	8487	7830	8022	7554	7679	6397	8332	8198	7925
3315	387.108909584978	387.107033678653	387.110007811025	6165.506	6163.427	6169.482	9	3	3	3	32401	29366	32056	29499	29712	26307	33457	32450	32006
3274	388.112781802865	388.109702992292	388.11359940142	6165.506	6163.427	6169.482	9	3	3	3	7138	6674	6813	6251	6687	5538	7020	7191	6700
3284	423.085582817488	423.08245656314	423.087056031866	6165.506	6163.427	6168.035	9	3	3	3	1973	1569	1782	2144	2314	2137	1678	1663	1454
3239	776.225887593509	776.222136515039	776.229443088181	6165.506	6161.518	6168.035	9	3	3	3	3659	3224	3473	4227	3698	2723	3302	3145	2987
9715	1132.27272142089	1132.27272142089	1132.27272142089	6165.506	6165.506	6165.506	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	495
10880	945.22945297536	945.229187074244	945.229718876475	6166.745	6166.03	6167.46	2	0	2	0	NA	NA	NA	NA	551	562	NA	NA	NA
3425	207.066890038713	207.06536937369	207.067435364327	6167.256	6161.518	6169.482	9	3	3	3	66756	63135	63988	101576	100955	91039	43069	41302	40186
6786	831.197409417879	831.197409417879	831.197409417879	6167.256	6167.256	6167.256	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	3070	NA
6612	832.196220789033	832.196220789033	832.196220789033	6167.256	6167.256	6167.256	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1608	NA
6834	1163.29042717191	1163.29042717191	1163.29042717191	6167.256	6167.256	6167.256	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1101	NA
3304	208.06982914496	208.068840747365	208.071108320628	6167.443	6161.518	6169.482	9	3	3	3	7830	7375	7762	12014	11876	10916	5205	5037	4554
3738	786.188859202215	786.188859202215	786.188859202215	6167.443	6167.443	6167.443	1	1	0	0	854	NA	NA	NA	NA	NA	NA	NA	NA
10896	209.071561123478	209.07139657907	209.072299669641	6167.46	6161.518	6168.035	3	0	3	0	NA	NA	NA	1499	1558	1411	NA	NA	NA
12480	616.191204760798	616.191204760798	616.191204760798	6167.46	6167.46	6167.46	1	0	1	0	NA	NA	NA	NA	2481	NA	NA	NA	NA
10870	843.203514376145	843.203514376145	843.203514376145	6168.035	6168.035	6168.035	1	0	1	0	NA	NA	NA	NA	NA	473	NA	NA	NA
8170	993.232825123344	993.232825123344	993.232825123344	6168.131	6168.131	6168.131	1	0	0	1	NA	NA	NA	NA	NA	NA	709	NA	NA
9674	785.191731154498	785.191731154498	785.191731154498	6169.517	6169.517	6169.517	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	2175
10884	661.165345117685	661.165345117685	661.165345117685	6170.039	6170.039	6170.039	1	0	1	0	NA	NA	NA	NA	NA	2201	NA	NA	NA
6509	477.07622111229	477.074266562547	477.078175662032	6170.354	6169.261	6171.447	2	1	0	1	NA	14848	NA	NA	NA	NA	NA	16902	NA
9031	517.095829809615	517.092462308092	517.099197311139	6170.502	6169.517	6171.487	2	1	0	1	NA	NA	1146	NA	NA	NA	NA	NA	1312
3637	967.244635776765	967.244635776765	967.244635776765	6171.452	6171.452	6171.452	1	1	0	0	767	NA	NA	NA	NA	NA	NA	NA	NA
3333	1058.26656443569	1058.26656443569	1058.26656443569	6171.452	6171.452	6171.452	1	1	0	0	823	NA	NA	NA	NA	NA	NA	NA	NA
9624	1057.27276689536	1057.27276689536	1057.27276689536	6171.522	6171.522	6171.522	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	1395
3235	829.236959325298	829.236959325298	829.236959325298	6173.459	6173.459	6173.459	1	1	0	0	1408	NA	NA	NA	NA	NA	NA	NA	NA
3248	725.114172991411	725.108282441358	725.118268065155	6173.473	6169.538	6177.501	9	3	3	3	2414	1969	2205	1283	1340	1694	1173	3591	3226
3252	1009.28364242857	1009.2792193456	1009.28870746806	6175.276	6172.142	6179.507	5	2	0	3	1946	NA	1725	NA	NA	NA	2299	2361	2051
6510	726.120337643661	726.118661410507	726.122013876814	6175.4035	6175.276	6175.531	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	1454	1410
9649	1010.28639802413	1010.28639802413	1010.28639802413	6175.531	6175.531	6175.531	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	1250
12036	1169.31415905639	1169.31415905639	1169.31415905639	6175.552	6175.552	6175.552	1	0	1	0	NA	NA	NA	2069	NA	NA	NA	NA	NA
3457	1071.26127153652	1071.25802522723	1071.26451784582	6175.807	6175.463	6176.151	2	1	0	1	1086	NA	NA	NA	NA	NA	1536	NA	NA
6508	1244.35359784902	1244.35058708122	1244.35660861681	6176.716	6176.151	6177.281	2	0	0	2	NA	NA	NA	NA	NA	NA	2223	2142	NA
8102	1243.34987309387	1243.34910695273	1243.35063923501	6176.843	6176.151	6177.535	2	0	0	2	NA	NA	NA	NA	NA	NA	3462	NA	3125
3276	621.184062844478	621.179810162616	621.185169357978	6177.468	6173.547	6179.507	9	3	3	3	22285	20075	20365	6089	6228	6591	32975	32943	30427
3262	622.18568621572	622.18306167312	622.188640494693	6177.468	6173.547	6179.507	9	3	3	3	6880	6023	6714	2041	1981	2052	10754	10242	9933
3255	623.183098366214	623.179580742723	623.185176395277	6177.468	6175.458	6179.285	5	2	0	3	1921	1734	NA	NA	NA	NA	2861	2896	2642
3283	667.189967038516	667.185570146464	667.190946685853	6177.468	6173.547	6179.507	9	3	3	3	40139	35655	37635	11138	11558	12330	59447	58536	53936
3372	819.190176612019	819.182705252339	819.193073395215	6177.468	6177.463	6183.516	3	3	0	0	1370	1167	1329	NA	NA	NA	NA	NA	NA
3370	1404.35933880635	1404.35351069007	1404.36308986367	6177.468	6175.552	6180.064	3	1	2	0	2309	NA	NA	1206	NA	1232	NA	NA	NA
3265	668.19270337404	668.188061704385	668.194019900164	6177.476	6175.458	6179.507	8	3	2	3	13968	12811	12755	NA	4156	4391	20165	19313	18061
3509	610.145883243803	610.143769875502	610.146732672934	6177.501	6177.468	6186.176	3	2	0	1	319	NA	329	NA	NA	NA	311	NA	NA
9632	1069.26596708133	1069.26596708133	1069.26596708133	6177.535	6177.535	6177.535	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	2973
3259	1403.35974109472	1403.35174725153	1403.36495938257	6177.7635	6175.458	6179.489	6	2	3	1	2959	2456	NA	1551	1517	1538	1908	NA	NA
10893	1563.35615591267	1563.35367792079	1563.35863390455	6177.808	6175.552	6180.064	2	0	2	0	NA	NA	NA	2027	NA	2401	NA	NA	NA
10891	1564.36500614811	1564.36014509147	1564.36986720475	6177.808	6175.552	6180.064	2	0	2	0	NA	NA	NA	1760	NA	1996	NA	NA	NA
3244	645.254029310549	645.252779750457	645.25527887064	6177.8115	6177.468	6178.155	2	1	0	1	1136	NA	NA	NA	NA	NA	1589	NA	NA
4073	926.222408895612	926.219155223172	926.225861146293	6177.845	6177.468	6179.285	4	1	0	3	1992	NA	NA	NA	NA	NA	2518	2900	2575
8103	669.192177441992	669.192016169847	669.192338714138	6178.1075	6176.151	6180.064	2	0	1	1	NA	NA	NA	NA	NA	1275	6053	NA	NA
6767	925.22087744455	925.218807442922	925.224236495123	6178.155	6177.535	6179.285	3	0	0	3	NA	NA	NA	NA	NA	NA	4474	5289	4826
6520	661.144282812688	661.143012979752	661.145552645625	6178.721	6174.146	6183.296	2	0	0	2	NA	NA	NA	NA	NA	NA	4858	4394	NA
6943	835.197312147818	835.197312147818	835.197312147818	6179.285	6179.285	6179.285	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1149	NA
3312	447.093105268108	447.091082532414	447.095316605489	6179.472	6177.463	6182.071	9	3	3	3	16234	13871	14988	9045	9372	10207	19742	19546	18764
3279	448.097657002157	448.095910077873	448.0988999738	6179.472	6177.463	6182.071	9	3	3	3	3843	3289	3430	2197	2073	2442	4297	4501	4024
9650	670.187349312812	670.187349312812	670.187349312812	6179.542	6179.542	6179.542	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	1227
10887	881.141191817357	881.139534948203	881.142848686511	6179.8145	6177.558	6182.071	2	0	2	0	NA	NA	NA	1116	NA	1099	NA	NA	NA
9036	784.209839637617	784.209198829985	784.209991172516	6180.064	6177.558	6183.516	3	1	2	0	NA	NA	3286	4962	NA	5419	NA	NA	NA
3697	783.206720224001	783.201613144257	783.208404709908	6180.113	6177.463	6183.516	8	3	3	2	14138	12728	13885	22465	21909	24774	6777	7094	NA
3816	781.201904770168	781.196915442376	781.203004394593	6180.162	6177.463	6183.516	9	3	3	3	120577	109608	115881	197975	193123	212657	54474	52646	50921
3674	782.204981507442	782.19992510517	782.206633542292	6180.162	6177.463	6183.516	9	3	3	3	51071	45856	47463	80605	77747	88036	21981	22748	20838
8248	816.18743017696	816.18743017696	816.18743017696	6180.162	6180.162	6180.162	1	0	0	1	NA	NA	NA	NA	NA	NA	1922	NA	NA
8135	939.223165309413	939.223165309413	939.223165309413	6180.162	6180.162	6180.162	1	0	0	1	NA	NA	NA	NA	NA	NA	1027	NA	NA
3476	849.192213023525	849.186085210534	849.194418802681	6180.483	6177.558	6182.166	6	2	3	1	2617	2395	NA	4510	4454	4739	1397	NA	NA
6614	907.202086448386	907.202065550478	907.202107346295	6180.7255	6179.285	6182.166	2	0	0	2	NA	NA	NA	NA	NA	NA	1534	1314	NA
6568	662.146943278731	662.146295223411	662.147591334051	6180.726	6176.151	6185.301	2	0	0	2	NA	NA	NA	NA	NA	NA	1740	1694	NA
6735	815.187862713889	815.183631848709	815.188280530777	6181.292	6180.162	6183.498	3	0	1	2	NA	NA	NA	NA	1609	NA	3594	3708	NA
3866	818.183563640549	818.183563640549	818.183563640549	6181.477	6181.477	6181.477	1	1	0	0	1275	NA	NA	NA	NA	NA	NA	NA	NA
10892	880.131542136791	880.130013798739	880.132786596222	6181.494	6177.558	6182.071	3	0	3	0	NA	NA	NA	1155	1135	1110	NA	NA	NA
12477	1563.37141489853	1563.37141489853	1563.37141489853	6181.494	6181.494	6181.494	1	0	1	0	NA	NA	NA	NA	1872	NA	NA	NA	NA
12478	1564.37618096909	1564.37618096909	1564.37618096909	6181.494	6181.494	6181.494	1	0	1	0	NA	NA	NA	NA	1666	NA	NA	NA	NA
9028	1243.33654263224	1243.33654263224	1243.33654263224	6181.512	6181.512	6181.512	1	1	0	0	NA	NA	1510	NA	NA	NA	NA	NA	NA
10890	817.17900665916	817.17900665916	817.17900665916	6182.071	6182.071	6182.071	1	0	1	0	NA	NA	NA	NA	NA	4123	NA	NA	NA
10938	850.193321206923	850.193321206923	850.193321206923	6182.071	6182.071	6182.071	1	0	1	0	NA	NA	NA	NA	NA	2158	NA	NA	NA
6581	431.192763124426	431.19160775875	431.193918490102	6183.4235	6183.296	6183.551	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	3853	3395
12470	537.130998186032	537.130998186032	537.130998186032	6183.498	6183.498	6183.498	1	0	1	0	NA	NA	NA	NA	510	NA	NA	NA	NA
12495	682.214906842737	682.214906842737	682.214906842737	6183.498	6183.498	6183.498	1	0	1	0	NA	NA	NA	NA	4196	NA	NA	NA	NA
3343	809.192595448654	809.191586646637	809.199351419548	6184.502	6181.494	6186.176	4	2	1	1	1295	NA	1454	NA	1096	NA	1332	NA	NA
6519	462.08299151087	462.081146492144	462.084423798514	6185.301	6184.171	6185.556	3	0	0	3	NA	NA	NA	NA	NA	NA	1424	1346	1326
6563	861.190035569152	861.186608743383	861.191849402583	6185.301	6181.472	6185.556	5	2	1	2	NA	1389	1428	893	NA	NA	NA	1980	1774
6575	862.195641983206	862.195641983206	862.195641983206	6185.301	6185.301	6185.301	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1130	NA
6555	928.225972309488	928.225972309488	928.225972309488	6185.301	6185.301	6185.301	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	961	NA
3260	461.073797248513	461.070691446523	461.075946946042	6185.3945	6183.477	6187.526	6	3	0	3	3337	3045	3182	NA	NA	NA	5547	5595	5160
12475	863.195569658851	863.195569658851	863.195569658851	6185.503	6185.503	6185.503	1	0	1	0	NA	NA	NA	NA	410	NA	NA	NA	NA
10889	533.201614661691	533.200930916807	533.201877504296	6186.08	6181.567	6187.509	3	0	3	0	NA	NA	NA	1886	1809	1747	NA	NA	NA
8299	1173.31148675792	1173.31148675792	1173.31148675792	6186.176	6186.176	6186.176	1	0	0	1	NA	NA	NA	NA	NA	NA	1102	NA	NA
6796	807.210923907075	807.208461272204	807.213539675636	6186.741	6185.483	6187.56	4	1	0	3	NA	2686	NA	NA	NA	NA	2956	5044	4477
6529	580.17664687978	580.174339312759	580.177536869984	6187.433	6183.572	6189.514	6	0	3	3	NA	NA	NA	6137	6193	6508	5747	5843	5486
6788	808.210084305207	808.208978864783	808.211189745631	6187.433	6187.306	6187.56	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	2345	2133
3270	579.17368707049	579.169990918	579.174559076602	6187.492	6183.572	6189.532	9	3	3	3	20676	17951	19407	19976	19435	20471	19733	19357	17317
3263	409.093978247396	409.090842221129	409.094102764464	6187.526	6185.488	6190.089	5	2	3	0	1251	NA	1169	1653	1837	1577	NA	NA	NA
8162	969.240476155305	969.240476155305	969.240476155305	6188.18	6188.18	6188.18	1	0	0	1	NA	NA	NA	NA	NA	NA	1257	NA	NA
8125	1100.25846706102	1100.25846706102	1100.25846706102	6188.18	6188.18	6188.18	1	0	0	1	NA	NA	NA	NA	NA	NA	718	NA	NA
3409	500.181573112723	500.178253277788	500.182500794416	6189.497	6187.488	6193.523	9	3	3	3	3594	3188	3493	4117	4096	4398	2644	2681	2722
3422	499.176635764306	499.174575293803	499.178653185746	6189.567	6187.488	6193.541	9	3	3	3	11114	9884	9976	13102	12864	13226	8455	8591	7738
3480	545.182130701728	545.178338856358	545.18375295297	6189.567	6187.488	6192.096	7	3	3	1	4803	4388	4255	5646	5403	5987	NA	NA	3489
3506	609.142511955687	609.139521991037	609.144877401724	6189.7485	6183.551	6191.502	4	1	0	3	568	NA	NA	NA	NA	NA	583	666	664
10923	546.18745950238	546.186385627155	546.188533377606	6189.8395	6187.583	6192.096	2	0	2	0	NA	NA	NA	1803	NA	2071	NA	NA	NA
8223	1030.26857747275	1030.26857747275	1030.26857747275	6190.187	6190.187	6190.187	1	0	0	1	NA	NA	NA	NA	NA	NA	1601	NA	NA
11455	594.192016360504	594.191470153723	594.192562567285	6190.5425	6189.493	6191.592	2	1	1	0	NA	3298	NA	2066	NA	NA	NA	NA	NA
6665	617.13166965303	617.130938319581	617.132400986479	6190.752	6190.187	6191.317	2	0	0	2	NA	NA	NA	NA	NA	NA	5822	5085	NA
4018	1029.25952385322	1029.25578735839	1029.26326034805	6192.4115	6191.502	6193.321	2	1	0	1	2115	NA	NA	NA	NA	NA	NA	2595	NA
3432	661.13768063618	661.135098592588	661.140262679773	6192.5215	6191.502	6193.541	2	2	0	0	3910	NA	3852	NA	NA	NA	NA	NA	NA
3305	436.111781823569	436.108936911432	436.112677106925	6193.459	6190.187	6196.105	6	1	3	2	4506	NA	NA	3095	3101	3183	5106	5331	NA
3336	385.093094531442	385.091620812481	385.094327243787	6193.508	6189.588	6195.546	9	3	3	3	11120	9655	10696	10948	11062	11691	9319	9707	9248
3285	386.09669262328	386.094494666376	386.098117477719	6193.508	6189.588	6195.546	9	3	3	3	2436	2216	2320	2535	2537	2883	2078	2221	2108
3685	753.172068392195	753.172068392195	753.172068392195	6193.508	6193.508	6193.508	1	1	0	0	734	NA	NA	NA	NA	NA	NA	NA	NA
3340	435.109051336347	435.106200430064	435.109831626836	6193.523	6189.493	6197.551	9	3	3	3	17055	14937	16540	11982	11883	12434	19622	19204	18935
12479	465.265281707192	465.265281707192	465.265281707192	6193.523	6193.523	6193.523	1	0	1	0	NA	NA	NA	NA	1402	NA	NA	NA	NA
3278	356.256345443753	356.25471000987	356.257167109922	6193.8115	6189.493	6195.546	6	3	3	0	1918	1687	1664	3159	3437	3796	NA	NA	NA
3941	801.17316244683	801.169088795618	801.176893509229	6193.886	6191.497	6197.551	6	3	0	3	3315	2855	3053	NA	NA	NA	4470	4074	3923
8109	965.220285807039	965.217163869364	965.223407744713	6194.888	6193.576	6196.2	2	0	0	2	NA	NA	NA	NA	NA	NA	914	NA	947
3794	802.175677006547	802.171471832329	802.179641629299	6194.8885	6193.508	6197.551	4	2	0	2	1484	NA	1574	NA	NA	NA	2298	NA	1883
6601	871.209913749966	871.207632193088	871.212195306843	6195.436	6193.321	6197.551	2	1	0	1	NA	NA	805	NA	NA	NA	NA	1013	NA
11466	863.206407775093	863.206407775093	863.206407775093	6195.509	6195.509	6195.509	1	1	0	0	NA	751	NA	NA	NA	NA	NA	NA	NA
3793	691.133390613046	691.131194204295	691.137115093636	6195.513	6185.301	6203.548	7	2	3	2	3346	3309	NA	5911	5847	5627	NA	3744	3461
3438	970.238983775251	970.238983775251	970.238983775251	6195.513	6195.513	6195.513	1	1	0	0	740	NA	NA	NA	NA	NA	NA	NA	NA
10905	235.062009672233	235.061437970086	235.062447238723	6195.528	6191.592	6196.105	3	0	3	0	NA	NA	NA	1181	1118	1203	NA	NA	NA
12077	345.228744957341	345.228744957341	345.228744957341	6195.601	6195.601	6195.601	1	0	1	0	NA	NA	NA	1447	NA	NA	NA	NA	NA
10907	425.123462252287	425.122935689217	425.123475964016	6196.105	6191.592	6197.534	3	0	3	0	NA	NA	NA	2023	1933	1962	NA	NA	NA
3427	415.103815306572	415.101299323951	415.10489172874	6196.2	6193.502	6199.557	9	3	3	3	11065	10037	10712	19095	19242	18768	3721	3625	3620
6651	859.164692254486	859.161694622869	859.167689886103	6196.439	6193.321	6199.557	2	1	0	1	NA	NA	1900	NA	NA	NA	NA	2411	NA
3286	416.107543389471	416.105448395358	416.109030714119	6196.5235	6193.502	6199.557	6	3	3	0	2559	2266	2542	4262	4224	4511	NA	NA	NA
9079	837.192697230482	837.192173539115	837.19322092185	6196.5665	6193.576	6199.557	2	1	0	1	NA	NA	872	NA	NA	NA	NA	NA	870
3401	536.136988237027	536.136988237027	536.136988237027	6197.517	6197.517	6197.517	1	1	0	0	479	NA	NA	NA	NA	NA	NA	NA	NA
12052	662.130449808855	662.130449808855	662.130449808855	6197.608	6197.608	6197.608	1	0	1	0	NA	NA	NA	2268	NA	NA	NA	NA	NA
10894	317.055152594404	317.055152594404	317.055152594404	6198.11	6198.11	6198.11	1	0	1	0	NA	NA	NA	NA	NA	1913	NA	NA	NA
10930	595.297755800953	595.297755800953	595.297755800953	6198.11	6198.11	6198.11	1	0	1	0	NA	NA	NA	NA	NA	1111	NA	NA	NA
6518	391.119225219753	391.117363410194	391.122128577886	6198.205	6197.585	6199.335	3	0	0	3	NA	NA	NA	NA	NA	NA	1362	1529	1482
3780	692.135347281123	692.135154290492	692.135540271755	6198.5645	6197.517	6199.612	2	1	1	0	1489	NA	NA	2225	NA	NA	NA	NA	NA
6534	599.625311622604	599.62399192791	599.626631317298	6198.77	6198.205	6199.335	2	0	0	2	NA	NA	NA	NA	NA	NA	1632	1401	NA
3316	359.150638575791	359.148875181926	359.153237662489	6199.335	6195.509	6201.562	9	3	3	3	2201	2153	2201	1940	1845	1970	2436	2260	2217
3281	329.140143929126	329.138366542643	329.141249808134	6199.522	6195.509	6201.562	9	3	3	3	2702	2238	2425	2131	1901	1988	2666	2671	2716
3282	341.14030038289	341.138840854779	341.142344040583	6199.522	6195.509	6201.562	9	3	3	3	1858	1599	1584	1501	1392	1481	1836	1890	1884
8181	773.178253812786	773.174618562578	773.180262132178	6199.555	6188.18	6211.587	4	2	0	2	NA	960	1098	NA	NA	NA	978	NA	986
3339	614.630178669091	614.626918116592	614.632388154856	6199.592	6197.517	6201.562	5	2	0	3	1767	NA	1731	NA	NA	NA	3153	2805	2704
9665	875.142697923621	875.142697923621	875.142697923621	6199.592	6199.592	6199.592	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	4851
9693	931.208534253494	931.208534253494	931.208534253494	6199.592	6199.592	6199.592	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	845
12037	520.120628074817	520.120628074817	520.120628074817	6199.612	6199.612	6199.612	1	0	1	0	NA	NA	NA	472	NA	NA	NA	NA	NA
6734	614.130203150919	614.126995944542	614.131635295079	6199.902	6199.335	6201.562	4	1	0	3	NA	NA	2930	NA	NA	NA	5509	4611	4457
8303	1199.26273872204	1199.26181480503	1199.26366263905	6199.902	6199.592	6200.212	2	0	0	2	NA	NA	NA	NA	NA	NA	1206	NA	1092
10970	633.126542820861	633.126370026369	633.127024537524	6200.114	6195.601	6201.543	3	0	3	0	NA	NA	NA	6651	6388	5924	NA	NA	NA
8117	794.192660613183	794.192660613183	794.192660613183	6200.212	6200.212	6200.212	1	0	0	1	NA	NA	NA	NA	NA	NA	1963	NA	NA
9684	905.169367745893	905.168492745881	905.170242745905	6200.8565	6199.592	6202.121	2	0	1	1	NA	NA	NA	NA	NA	2117	NA	NA	3224
6517	877.170935653211	877.170935653211	877.170935653211	6201.341	6201.341	6201.341	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1496	NA
6541	635.134182036504	635.130497574285	635.135359353608	6201.479	6199.539	6203.601	4	0	2	2	NA	NA	NA	1017	1306	NA	NA	660	658
3580	689.143424235803	689.141556861431	689.14923093004	6201.526	6197.585	6204.125	3	1	1	1	1929	NA	NA	NA	NA	2490	NA	NA	1485
3321	947.207159005919	947.207159005919	947.207159005919	6201.526	6201.526	6201.526	1	1	0	0	828	NA	NA	NA	NA	NA	NA	NA	NA
9791	749.162248739161	749.162248739161	749.162248739161	6201.596	6201.596	6201.596	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	469
10918	661.126504631344	661.125465692476	661.127543570212	6201.832	6201.543	6202.121	2	0	2	0	NA	NA	NA	NA	5656	5397	NA	NA	NA
8271	937.216606607838	937.215395325774	937.217817889901	6201.9155	6198.205	6205.626	2	0	1	1	NA	NA	NA	341	NA	NA	716	NA	NA
10966	603.117151432206	603.117151432206	603.117151432206	6202.121	6202.121	6202.121	1	0	1	0	NA	NA	NA	NA	NA	3516	NA	NA	NA
8118	229.078354487106	229.078184740727	229.078542702556	6202.216	6201.617	6207.576	3	1	1	1	NA	NA	1844	1578	NA	NA	2305	NA	NA
8217	676.137984576082	676.137984576082	676.137984576082	6202.216	6202.216	6202.216	1	0	0	1	NA	NA	NA	NA	NA	NA	353	NA	NA
8340	859.178281943183	859.178281943183	859.178281943183	6202.216	6202.216	6202.216	1	0	0	1	NA	NA	NA	NA	NA	NA	2295	NA	NA
6639	1072.26436330972	1072.26087953664	1072.26784708281	6202.4345	6199.518	6205.351	2	1	0	1	NA	600	NA	NA	NA	NA	NA	849	NA
3591	795.188342642628	795.181622266787	795.189855428187	6202.437	6199.518	6207.576	4	3	0	1	1302	1159	1223	NA	NA	NA	NA	1483	NA
6597	839.203826412162	839.203806617164	839.203846207159	6202.4535	6201.341	6203.566	2	1	0	1	NA	NA	1500	NA	NA	NA	NA	1991	NA
6533	421.024965760078	421.022728893903	421.025595233082	6203.346	6202.216	6203.601	3	0	0	3	NA	NA	NA	NA	NA	NA	1317	1448	1318
6723	793.197539797688	793.197539797688	793.197539797688	6203.346	6203.346	6203.346	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	3414	NA
3608	647.142499166607	647.138366269442	647.144087872071	6203.4395	6199.518	6207.576	6	3	0	3	4825	4387	4540	NA	NA	NA	7338	6456	6296
3386	893.204250361812	893.20176677277	893.206733950854	6203.53	6201.526	6205.534	2	2	0	0	972	868	NA	NA	NA	NA	NA	NA	NA
6741	648.144161705728	648.14236299607	648.146972177238	6203.601	6200.212	6205.351	3	0	0	3	NA	NA	NA	NA	NA	NA	2848	2414	2313
9709	796.184447909525	796.184447909525	796.184447909525	6203.601	6203.601	6203.601	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	832
12040	407.080679843063	407.080679843063	407.080679843063	6203.622	6203.622	6203.622	1	0	1	0	NA	NA	NA	1327	NA	NA	NA	NA	NA
3419	478.106254521102	478.105896339518	478.106848656943	6204.221	6203.533	6205.605	3	1	0	2	4607	NA	NA	NA	NA	NA	6667	NA	6434
3379	999.24146321636	999.236248091227	999.242963106636	6204.221	6201.526	6205.351	3	1	0	2	1047	NA	NA	NA	NA	NA	1449	1274	NA
3441	477.104370100398	477.101408451835	477.106148186138	6204.786	6203.527	6207.576	6	3	0	3	18667	16438	17152	NA	NA	NA	27225	27896	26732
3277	243.160809408954	243.159029930205	243.161269668824	6204.831	6199.612	6207.576	6	3	3	0	1858	1802	1769	3431	3527	3126	NA	NA	NA
4088	982.231319533123	982.226422526771	982.236216539475	6204.879	6199.522	6210.236	2	1	0	1	1133	NA	NA	NA	NA	NA	1351	NA	NA
3611	227.07208427706	227.070933905934	227.073141570946	6205.351	6201.523	6208.134	9	3	3	3	110877	102063	103847	88488	76163	59962	127189	128183	123125
3551	228.076106337759	228.074950662078	228.076812507859	6205.444	6201.523	6208.134	8	3	3	2	16445	15701	15424	13094	11783	8821	18955	18679	NA
